programa,start_segment,end_segment,pais1,pais2,pais_par
397,11545.08,11558.08,China,Indonésia,"('China', 'Indonésia')"
397,11545.08,11558.08,China,México,"('China', 'México')"
397,11545.08,11558.08,China,Turquia,"('China', 'Turquia')"
397,11545.08,11558.08,China,Zâmbia,"('China', 'Zâmbia')"
397,11545.08,11558.08,Egito,África do Sul,"('Egito', 'África do Sul')"
397,11545.08,11558.08,Egito,Indonésia,"('Egito', 'Indonésia')"
397,11545.08,11558.08,Egito,México,"('Egito', 'México')"
397,11545.08,11558.08,Egito,Turquia,"('Egito', 'Turquia')"
397,11545.08,11558.08,Egito,Zâmbia,"('Egito', 'Zâmbia')"
397,11545.08,11558.08,Indonésia,África do Sul,"('Indonésia', 'África do Sul')"
397,11545.08,11558.08,Indonésia,México,"('Indonésia', 'México')"
397,11545.08,11558.08,Indonésia,Turquia,"('Indonésia', 'Turquia')"
397,11545.08,11558.08,Indonésia,Zâmbia,"('Indonésia', 'Zâmbia')"
397,11545.08,11558.08,México,África do Sul,"('México', 'África do Sul')"
397,11545.08,11558.08,México,Turquia,"('México', 'Turquia')"
397,11545.08,11558.08,México,Zâmbia,"('México', 'Zâmbia')"
397,11545.08,11558.08,Turquia,África do Sul,"('Turquia', 'África do Sul')"
397,11545.08,11558.08,Turquia,Zâmbia,"('Turquia', 'Zâmbia')"
397,11545.08,11558.08,Zâmbia,África do Sul,"('Zâmbia', 'África do Sul')"
397,11558.08,11575.08,Brasil,China,"('Brasil', 'China')"
397,11558.08,11575.08,Brasil,Rússia,"('Brasil', 'Rússia')"
397,11558.08,11575.08,Brasil,Turquia,"('Brasil', 'Turquia')"
397,11558.08,11575.08,China,Rússia,"('China', 'Rússia')"
397,11558.08,11575.08,China,Turquia,"('China', 'Turquia')"
397,11558.08,11575.08,Rússia,Turquia,"('Rússia', 'Turquia')"
397,11708.08,11736.08,Palestina,Turquia,"('Palestina', 'Turquia')"
397,11785.08,11804.08,Síria,Turquia,"('Síria', 'Turquia')"
397,11804.08,11832.08,França,Turquia,"('França', 'Turquia')"
397,12040.08,12069.08,Estados Unidos,Irã,"('Estados Unidos', 'Irã')"
397,12069.08,12098.08,Israel,Palestina,"('Israel', 'Palestina')"
397,12240.76,12246.12,Irã,Turquia,"('Irã', 'Turquia')"
397,12379.72,12385.72,Afeganistão,Irã,"('Afeganistão', 'Irã')"
397,12379.72,12385.72,Afeganistão,Sudão,"('Afeganistão', 'Sudão')"
397,12379.72,12385.72,Irã,Sudão,"('Irã', 'Sudão')"
397,12398.8,12413.48,Brasil,China,"('Brasil', 'China')"
397,12425.8,12432.24,Brasil,China,"('Brasil', 'China')"
397,12443.8,12453.32,Brasil,China,"('Brasil', 'China')"
397,12615.84,12623.84,Israel,Líbano,"('Israel', 'Líbano')"
397,12686.72,12693.28,China,Japão,"('China', 'Japão')"
397,13062.68,13066.04,Irã,Israel,"('Irã', 'Israel')"
397,13176.76,13179.08,China,Filipinas,"('China', 'Filipinas')"
398,661.0,663.0,Argentina,Brasil,"('Argentina', 'Brasil')"
398,667.0,670.0,Paraguai,Uruguai,"('Paraguai', 'Uruguai')"
398,698.0,702.0,Paraguai,Uruguai,"('Paraguai', 'Uruguai')"
398,751.0,755.0,Argentina,Brasil,"('Argentina', 'Brasil')"
398,780.0,783.0,Argentina,Brasil,"('Argentina', 'Brasil')"
398,1439.0,1447.0,Maldivas,Índia,"('Maldivas', 'Índia')"
398,2027.6,2037.36,Brasil,Itália,"('Brasil', 'Itália')"
398,2055.2,2062.08,Indonésia,Índia,"('Indonésia', 'Índia')"
398,2055.2,2062.08,Indonésia,Nepal,"('Indonésia', 'Nepal')"
398,2055.2,2062.08,Nepal,Índia,"('Nepal', 'Índia')"
398,2334.36,2346.32,Israel,Líbano,"('Israel', 'Líbano')"
398,2389.32,2395.32,Estados Unidos,Líbano,"('Estados Unidos', 'Líbano')"
398,2527.8,2539.2,Israel,Líbano,"('Israel', 'Líbano')"
398,2670.36,2678.12,Israel,Líbano,"('Israel', 'Líbano')"
398,2700.84,2704.28,Estados Unidos,Israel,"('Estados Unidos', 'Israel')"
398,2724.24,2733.44,Estados Unidos,Iraque,"('Estados Unidos', 'Iraque')"
398,2828.64,2837.92,Estados Unidos,Israel,"('Estados Unidos', 'Israel')"
398,2876.72,2885.84,Estados Unidos,Israel,"('Estados Unidos', 'Israel')"
398,2900.88,2906.72,Estados Unidos,Israel,"('Estados Unidos', 'Israel')"
398,2907.6,2914.0,Estados Unidos,Israel,"('Estados Unidos', 'Israel')"
398,3280.52,3291.48,Estados Unidos,França,"('Estados Unidos', 'França')"
398,3670.36,3678.36,Irã,Israel,"('Irã', 'Israel')"
398,3794.12,3802.44,Irã,Rússia,"('Irã', 'Rússia')"
398,5064.0,5070.0,França,Itália,"('França', 'Itália')"
398,5112.0,5119.0,Alemanha,China,"('Alemanha', 'China')"
398,5119.0,5127.0,China,França,"('China', 'França')"
398,5119.0,5127.0,China,Itália,"('China', 'Itália')"
398,5119.0,5127.0,França,Itália,"('França', 'Itália')"
398,5274.0,5282.0,China,Rússia,"('China', 'Rússia')"
398,5429.0,5433.0,Alemanha,França,"('Alemanha', 'França')"
398,6933.0,6937.0,Canadá,Estados Unidos,"('Canadá', 'Estados Unidos')"
398,6933.0,6937.0,Canadá,Japão,"('Canadá', 'Japão')"
398,6933.0,6937.0,Estados Unidos,Japão,"('Estados Unidos', 'Japão')"
398,7435.0,7440.0,Angola,China,"('Angola', 'China')"
398,7625.84,7635.84,Cuba,Venezuela,"('Cuba', 'Venezuela')"
398,7956.12,7961.12,Estados Unidos,México,"('Estados Unidos', 'México')"
398,8842.44,8845.18,Espanha,Singapura,"('Espanha', 'Singapura')"
398,9742.96,9749.28,Bolívia,Brasil,"('Bolívia', 'Brasil')"
398,9742.96,9749.28,Bolívia,Peru,"('Bolívia', 'Peru')"
398,9742.96,9749.28,Brasil,Peru,"('Brasil', 'Peru')"
398,9761.2,9767.88,Egito,Somália,"('Egito', 'Somália')"
398,9791.28,9797.64,Egito,Etiópia,"('Egito', 'Etiópia')"
398,9905.8,9913.64,Egito,Ucrânia,"('Egito', 'Ucrânia')"
398,9931.4,9939.4,Sudão,Sudão do Sul,"('Sudão', 'Sudão do Sul')"
398,9939.4,9946.2,Sudão,Sudão do Sul,"('Sudão', 'Sudão do Sul')"
398,9946.2,9953.8,Sudão,Sudão do Sul,"('Sudão', 'Sudão do Sul')"
398,9997.0,10007.8,Estados Unidos,Noruega,"('Estados Unidos', 'Noruega')"
398,10049.4,10057.4,Etiópia,República Democrática do Congo,"('Etiópia', 'República Democrática do Congo')"
398,10049.4,10057.4,Etiópia,Uganda,"('Etiópia', 'Uganda')"
398,10049.4,10057.4,República Democrática do Congo,Uganda,"('República Democrática do Congo', 'Uganda')"
399,867.68,876.32,Espanha,Estados Unidos,"('Espanha', 'Estados Unidos')"
399,1714.6,1724.84,Austrália,Brasil,"('Austrália', 'Brasil')"
399,1714.6,1724.84,Austrália,Canadá,"('Austrália', 'Canadá')"
399,1714.6,1724.84,Brasil,Canadá,"('Brasil', 'Canadá')"
399,3036.56,3040.6,Israel,Síria,"('Israel', 'Síria')"
399,3806.34,3809.54,Israel,Líbano,"('Israel', 'Líbano')"
399,6076.24,6082.24,Canadá,Índia,"('Canadá', 'Índia')"
399,6089.24,6093.24,Canadá,Índia,"('Canadá', 'Índia')"
399,6157.24,6165.24,Canadá,Índia,"('Canadá', 'Índia')"
399,6178.24,6182.24,Paquistão,Índia,"('Paquistão', 'Índia')"
399,6317.24,6324.24,Paquistão,Índia,"('Paquistão', 'Índia')"
399,6430.24,6434.24,Paquistão,Síria,"('Paquistão', 'Síria')"
399,6513.24,6519.24,Canadá,Índia,"('Canadá', 'Índia')"
399,6519.24,6526.24,Canadá,Índia,"('Canadá', 'Índia')"
399,6641.24,6648.24,Canadá,Índia,"('Canadá', 'Índia')"
399,6654.24,6662.24,Canadá,Estados Unidos,"('Canadá', 'Estados Unidos')"
399,6736.24,6739.24,Canadá,Estados Unidos,"('Canadá', 'Estados Unidos')"
399,6783.24,6787.24,Canadá,Índia,"('Canadá', 'Índia')"
399,6844.24,6852.24,Canadá,Índia,"('Canadá', 'Índia')"
399,7279.24,7286.24,Estados Unidos,México,"('Estados Unidos', 'México')"
399,7486.24,7498.24,China,Estados Unidos,"('China', 'Estados Unidos')"
399,7775.24,7790.24,Estados Unidos,México,"('Estados Unidos', 'México')"
399,7816.24,7843.24,Estados Unidos,México,"('Estados Unidos', 'México')"
399,7964.24,7990.24,Austrália,Chile,"('Austrália', 'Chile')"
399,8040.24,8068.24,Austrália,Chile,"('Austrália', 'Chile')"
399,8109.24,8115.24,Chile,Taiwan,"('Chile', 'Taiwan')"
399,8153.24,8167.24,China,África do Sul,"('China', 'África do Sul')"
399,8153.24,8167.24,China,Taiwan,"('China', 'Taiwan')"
399,8153.24,8167.24,Taiwan,África do Sul,"('Taiwan', 'África do Sul')"
399,8607.24,8613.24,Estados Unidos,Israel,"('Estados Unidos', 'Israel')"
399,8890.24,8901.24,Estados Unidos,Israel,"('Estados Unidos', 'Israel')"
399,9275.24,9299.24,Alemanha,Israel,"('Alemanha', 'Israel')"
399,9327.24,9347.24,Israel,África do Sul,"('Israel', 'África do Sul')"
399,9376.24,9392.24,Estados Unidos,Israel,"('Estados Unidos', 'Israel')"
399,9392.24,9416.24,Estados Unidos,Israel,"('Estados Unidos', 'Israel')"
399,9416.24,9445.24,Estados Unidos,Israel,"('Estados Unidos', 'Israel')"
399,9517.24,9541.24,Estados Unidos,Israel,"('Estados Unidos', 'Israel')"
399,9643.82,9652.22,Estados Unidos,Índia,"('Estados Unidos', 'Índia')"
399,9882.38,9891.86,Israel,Palestina,"('Israel', 'Palestina')"
399,10379.52,10386.4,Estados Unidos,México,"('Estados Unidos', 'México')"
399,10392.36,10398.64,Estados Unidos,México,"('Estados Unidos', 'México')"
399,11298.16,11305.56,Argentina,Bolívia,"('Argentina', 'Bolívia')"
399,11537.48,11546.48,Burundi,França,"('Burundi', 'França')"
399,11537.48,11546.48,Burundi,Gabão,"('Burundi', 'Gabão')"
399,11537.48,11546.48,França,Gabão,"('França', 'Gabão')"
399,12045.02,12051.9,Brasil,Rússia,"('Brasil', 'Rússia')"
399,12051.9,12056.7,Brasil,Rússia,"('Brasil', 'Rússia')"
400,2079.2,2088.04,Estados Unidos,Israel,"('Estados Unidos', 'Israel')"
400,2169.8,2178.6,Estados Unidos,Israel,"('Estados Unidos', 'Israel')"
400,2186.4,2194.0,Estados Unidos,Israel,"('Estados Unidos', 'Israel')"
400,2612.24,2619.24,Estados Unidos,Israel,"('Estados Unidos', 'Israel')"
400,2657.24,2667.24,Irã,Israel,"('Irã', 'Israel')"
400,3469.24,3477.24,Estados Unidos,Israel,"('Estados Unidos', 'Israel')"
400,3620.24,3628.24,França,Israel,"('França', 'Israel')"
400,3635.24,3644.24,França,Turquia,"('França', 'Turquia')"
400,3694.24,3700.24,França,Israel,"('França', 'Israel')"
400,3991.24,4005.24,Estados Unidos,Turquia,"('Estados Unidos', 'Turquia')"
400,4005.24,4018.24,Estados Unidos,Turquia,"('Estados Unidos', 'Turquia')"
400,4308.24,4323.24,Brasil,Estados Unidos,"('Brasil', 'Estados Unidos')"
400,4355.24,4370.24,Marrocos,Palestina,"('Marrocos', 'Palestina')"
400,4370.24,4389.24,Jordânia,Palestina,"('Jordânia', 'Palestina')"
400,4389.24,4405.24,Estados Unidos,Jordânia,"('Estados Unidos', 'Jordânia')"
400,4730.24,4737.24,Bolívia,Brasil,"('Bolívia', 'Brasil')"
400,4730.24,4737.24,Bolívia,Paraguai,"('Bolívia', 'Paraguai')"
400,4730.24,4737.24,Brasil,Paraguai,"('Brasil', 'Paraguai')"
400,4834.24,4838.24,Argentina,Brasil,"('Argentina', 'Brasil')"
400,4969.24,4998.24,Argentina,Uruguai,"('Argentina', 'Uruguai')"
400,4998.24,5026.24,Argentina,Uruguai,"('Argentina', 'Uruguai')"
400,5117.24,5135.24,México,Uruguai,"('México', 'Uruguai')"
400,5368.24,5390.24,Brasil,Uruguai,"('Brasil', 'Uruguai')"
400,6083.44,6088.44,Argentina,Maurício,"('Argentina', 'Maurício')"
400,6506.44,6511.44,Brasil,China,"('Brasil', 'China')"
400,6517.44,6522.44,Argentina,Brasil,"('Argentina', 'Brasil')"
400,6537.44,6541.44,Argentina,Brasil,"('Argentina', 'Brasil')"
400,7026.44,7031.44,Argentina,Bolívia,"('Argentina', 'Bolívia')"
400,7685.44,7688.44,Chile,Peru,"('Chile', 'Peru')"
400,7851.44,7854.44,Colômbia,Peru,"('Colômbia', 'Peru')"
400,8030.44,8033.44,Colômbia,Venezuela,"('Colômbia', 'Venezuela')"
400,8700.44,8703.44,China,Índia,"('China', 'Índia')"
400,8711.44,8714.44,China,Índia,"('China', 'Índia')"
400,8946.44,8954.44,Bangladesh,Maldivas,"('Bangladesh', 'Maldivas')"
400,8946.44,8954.44,Bangladesh,Nepal,"('Bangladesh', 'Nepal')"
400,8946.44,8954.44,Maldivas,Nepal,"('Maldivas', 'Nepal')"
400,9039.44,9046.44,Bangladesh,China,"('Bangladesh', 'China')"
400,9039.44,9046.44,Bangladesh,Índia,"('Bangladesh', 'Índia')"
400,9039.44,9046.44,China,Índia,"('China', 'Índia')"
400,9142.44,9147.44,China,Rússia,"('China', 'Rússia')"
400,9230.44,9237.44,Brasil,Índia,"('Brasil', 'Índia')"
400,9279.44,9283.44,China,Índia,"('China', 'Índia')"
400,9307.44,9312.44,Egito,Etiópia,"('Egito', 'Etiópia')"
400,9307.44,9312.44,Egito,Irã,"('Egito', 'Irã')"
400,9307.44,9312.44,Etiópia,Irã,"('Etiópia', 'Irã')"
400,9383.44,9386.44,Equador,Guiana,"('Equador', 'Guiana')"
400,9412.44,9417.44,Bolívia,Cuba,"('Bolívia', 'Cuba')"
400,9412.44,9417.44,Bolívia,Indonésia,"('Bolívia', 'Indonésia')"
400,9412.44,9417.44,Bolívia,Malásia,"('Bolívia', 'Malásia')"
400,9412.44,9417.44,Cuba,Indonésia,"('Cuba', 'Indonésia')"
400,9412.44,9417.44,Cuba,Malásia,"('Cuba', 'Malásia')"
400,9412.44,9417.44,Indonésia,Malásia,"('Indonésia', 'Malásia')"
400,9429.44,9433.44,Brasil,Venezuela,"('Brasil', 'Venezuela')"
400,9433.44,9440.44,Brasil,Venezuela,"('Brasil', 'Venezuela')"
400,9471.44,9476.44,Brasil,Colômbia,"('Brasil', 'Colômbia')"
400,9505.44,9511.44,Brasil,Venezuela,"('Brasil', 'Venezuela')"
400,9587.44,9594.44,China,Rússia,"('China', 'Rússia')"
400,9587.44,9594.44,China,Venezuela,"('China', 'Venezuela')"
400,9587.44,9594.44,Rússia,Venezuela,"('Rússia', 'Venezuela')"
400,9751.44,9754.44,Rússia,Venezuela,"('Rússia', 'Venezuela')"
400,9754.44,9757.44,China,Venezuela,"('China', 'Venezuela')"
400,9798.44,9804.44,China,Índia,"('China', 'Índia')"
400,9798.44,9804.44,China,Rússia,"('China', 'Rússia')"
400,9798.44,9804.44,China,Turquia,"('China', 'Turquia')"
400,9798.44,9804.44,Rússia,Índia,"('Rússia', 'Índia')"
400,9798.44,9804.44,Rússia,Turquia,"('Rússia', 'Turquia')"
400,9798.44,9804.44,Turquia,Índia,"('Turquia', 'Índia')"
400,9807.44,9810.44,Paquistão,Turquia,"('Paquistão', 'Turquia')"
400,9810.44,9816.44,China,Rússia,"('China', 'Rússia')"
400,9810.44,9816.44,China,Turquia,"('China', 'Turquia')"
400,9810.44,9816.44,Rússia,Turquia,"('Rússia', 'Turquia')"
400,9835.44,9842.44,Rússia,Turquia,"('Rússia', 'Turquia')"
400,9851.44,9858.44,China,Índia,"('China', 'Índia')"
400,9851.44,9858.44,China,Rússia,"('China', 'Rússia')"
400,9851.44,9858.44,China,Turquia,"('China', 'Turquia')"
400,9851.44,9858.44,Rússia,Índia,"('Rússia', 'Índia')"
400,9851.44,9858.44,Rússia,Turquia,"('Rússia', 'Turquia')"
400,9851.44,9858.44,Turquia,Índia,"('Turquia', 'Índia')"
400,9877.44,9883.44,Turquia,Índia,"('Turquia', 'Índia')"
400,9887.44,9890.44,Brasil,Venezuela,"('Brasil', 'Venezuela')"
400,10034.44,10038.44,China,Turquia,"('China', 'Turquia')"
400,10302.44,10305.44,Estados Unidos,Síria,"('Estados Unidos', 'Síria')"
400,11505.44,11508.44,China,Índia,"('China', 'Índia')"
400,11505.44,11508.44,China,Rússia,"('China', 'Rússia')"
400,11505.44,11508.44,Rússia,Índia,"('Rússia', 'Índia')"
400,11520.44,11522.44,China,Rússia,"('China', 'Rússia')"
400,11522.44,11526.44,China,Estados Unidos,"('China', 'Estados Unidos')"
400,11641.44,11644.44,Brasil,Venezuela,"('Brasil', 'Venezuela')"
400,11923.44,11927.44,Egito,Tunísia,"('Egito', 'Tunísia')"
400,11923.44,11927.44,Egito,Turquia,"('Egito', 'Turquia')"
400,11923.44,11927.44,Tunísia,Turquia,"('Tunísia', 'Turquia')"
400,11981.44,11988.44,Albânia,Itália,"('Albânia', 'Itália')"
400,13046.44,13049.44,China,Índia,"('China', 'Índia')"
401,893.0,900.0,França,Noruega,"('França', 'Noruega')"
401,1748.0,1753.0,Iraque,Síria,"('Iraque', 'Síria')"
401,2511.0,2515.0,França,Japão,"('França', 'Japão')"
401,2637.0,2640.0,Estados Unidos,Israel,"('Estados Unidos', 'Israel')"
401,2691.0,2695.0,Austrália,Indonésia,"('Austrália', 'Indonésia')"
401,2695.0,2699.0,Indonésia,Israel,"('Indonésia', 'Israel')"
401,2725.0,2729.0,França,Japão,"('França', 'Japão')"
401,3297.0,3301.0,Alemanha,Estados Unidos,"('Alemanha', 'Estados Unidos')"
401,4774.0,4777.0,Brasil,China,"('Brasil', 'China')"
401,4774.0,4777.0,Brasil,Colômbia,"('Brasil', 'Colômbia')"
401,4774.0,4777.0,China,Colômbia,"('China', 'Colômbia')"
401,5071.0,5076.0,Estados Unidos,Israel,"('Estados Unidos', 'Israel')"
401,5106.0,5110.0,Cuba,Estados Unidos,"('Cuba', 'Estados Unidos')"
401,5123.0,5127.0,Estados Unidos,Israel,"('Estados Unidos', 'Israel')"
401,5136.0,5138.0,Estados Unidos,Israel,"('Estados Unidos', 'Israel')"
401,5379.0,5381.0,Colômbia,Peru,"('Colômbia', 'Peru')"
401,6028.0,6031.0,Argentina,Espanha,"('Argentina', 'Espanha')"
401,7340.0,7343.0,Colômbia,Equador,"('Colômbia', 'Equador')"
401,9406.88,9408.88,Brasil,Estados Unidos,"('Brasil', 'Estados Unidos')"
401,10875.4,10883.4,Cuba,Estados Unidos,"('Cuba', 'Estados Unidos')"
401,10898.4,10905.4,Afeganistão,Venezuela,"('Afeganistão', 'Venezuela')"
401,10912.4,10914.4,Estados Unidos,Israel,"('Estados Unidos', 'Israel')"
401,11656.4,11659.4,Estados Unidos,França,"('Estados Unidos', 'França')"
401,11656.4,11659.4,Estados Unidos,Rússia,"('Estados Unidos', 'Rússia')"
401,11656.4,11659.4,França,Rússia,"('França', 'Rússia')"
402,837.84,843.52,Guiné,Mali,"('Guiné', 'Mali')"
402,1141.64,1148.12,Indonésia,Japão,"('Indonésia', 'Japão')"
402,1141.64,1148.12,Indonésia,Rússia,"('Indonésia', 'Rússia')"
402,1141.64,1148.12,Japão,Rússia,"('Japão', 'Rússia')"
402,2106.72,2134.72,Estados Unidos,Israel,"('Estados Unidos', 'Israel')"
402,2347.72,2360.72,França,Israel,"('França', 'Israel')"
402,2411.72,2422.72,França,Rússia,"('França', 'Rússia')"
402,2498.72,2514.72,França,Israel,"('França', 'Israel')"
402,2582.72,2593.72,França,Israel,"('França', 'Israel')"
402,2603.72,2612.72,França,Israel,"('França', 'Israel')"
402,2612.72,2629.72,França,Israel,"('França', 'Israel')"
402,3000.72,3020.72,Israel,África do Sul,"('Israel', 'África do Sul')"
402,3029.72,3049.72,Estados Unidos,Irlanda,"('Estados Unidos', 'Irlanda')"
402,3807.72,3824.72,Israel,Palestina,"('Israel', 'Palestina')"
402,3991.72,4000.72,Irã,Paquistão,"('Irã', 'Paquistão')"
402,4024.72,4045.72,Brasil,Estados Unidos,"('Brasil', 'Estados Unidos')"
402,5073.72,5076.72,Bolívia,Peru,"('Bolívia', 'Peru')"
402,5210.72,5213.72,Chile,Peru,"('Chile', 'Peru')"
402,5396.72,5399.72,Argentina,Chile,"('Argentina', 'Chile')"
402,6048.72,6059.72,Espanha,Uruguai,"('Espanha', 'Uruguai')"
402,6140.72,6145.72,Brasil,Venezuela,"('Brasil', 'Venezuela')"
402,6521.72,6525.72,El Salvador,Venezuela,"('El Salvador', 'Venezuela')"
402,6955.72,6962.72,Colômbia,Jamaica,"('Colômbia', 'Jamaica')"
402,6955.72,6962.72,Colômbia,Panamá,"('Colômbia', 'Panamá')"
402,6955.72,6962.72,Jamaica,Panamá,"('Jamaica', 'Panamá')"
402,7009.72,7014.72,Cuba,México,"('Cuba', 'México')"
402,10813.72,10816.72,Estados Unidos,México,"('Estados Unidos', 'México')"
402,11649.72,11659.72,Israel,Palestina,"('Israel', 'Palestina')"
402,11659.72,11669.72,Israel,Ucrânia,"('Israel', 'Ucrânia')"
402,11659.72,11669.72,Israel,Palestina,"('Israel', 'Palestina')"
402,11659.72,11669.72,Palestina,Ucrânia,"('Palestina', 'Ucrânia')"
402,11669.72,11673.72,Israel,Palestina,"('Israel', 'Palestina')"
402,11676.72,11682.72,Israel,Palestina,"('Israel', 'Palestina')"
402,12366.72,12370.72,China,Taiwan,"('China', 'Taiwan')"
402,13044.72,13048.72,China,Estados Unidos,"('China', 'Estados Unidos')"
402,13146.72,13148.72,Irã,Israel,"('Irã', 'Israel')"
402,13153.72,13155.72,Irã,Israel,"('Irã', 'Israel')"
402,16239.72,16246.72,China,Estados Unidos,"('China', 'Estados Unidos')"
402,16246.72,16250.72,Alemanha,Estados Unidos,"('Alemanha', 'Estados Unidos')"
403,494.0,516.0,Angola,Sudão,"('Angola', 'Sudão')"
403,670.0,681.0,Azerbaijão,Estados Unidos,"('Azerbaijão', 'Estados Unidos')"
403,776.0,790.0,Austrália,Turquia,"('Austrália', 'Turquia')"
403,790.0,805.0,Austrália,Turquia,"('Austrália', 'Turquia')"
403,1292.0,1302.0,Estados Unidos,Turquia,"('Estados Unidos', 'Turquia')"
403,2210.64,2220.64,Brasil,Espanha,"('Brasil', 'Espanha')"
403,3902.64,3903.64,Canadá,Índia,"('Canadá', 'Índia')"
403,5081.64,5095.64,Iraque,Somália,"('Iraque', 'Somália')"
403,6455.64,6464.64,Albânia,Bulgária,"('Albânia', 'Bulgária')"
403,6455.64,6464.64,Albânia,Grécia,"('Albânia', 'Grécia')"
403,6455.64,6464.64,Bulgária,Grécia,"('Bulgária', 'Grécia')"
403,8263.64,8270.64,Brasil,Espanha,"('Brasil', 'Espanha')"
403,8500.64,8507.64,Brasil,China,"('Brasil', 'China')"
403,8522.64,8533.64,Brasil,China,"('Brasil', 'China')"
403,8572.64,8585.64,Brasil,China,"('Brasil', 'China')"
403,8831.64,8840.64,Brasil,Estados Unidos,"('Brasil', 'Estados Unidos')"
403,8885.64,8894.64,Brasil,Estados Unidos,"('Brasil', 'Estados Unidos')"
403,8903.64,8912.64,Brasil,Estados Unidos,"('Brasil', 'Estados Unidos')"
403,9419.64,9444.64,Canadá,França,"('Canadá', 'França')"
403,9419.64,9444.64,Canadá,Marrocos,"('Canadá', 'Marrocos')"
403,9419.64,9444.64,França,Marrocos,"('França', 'Marrocos')"
403,9866.64,9889.64,Brasil,Estados Unidos,"('Brasil', 'Estados Unidos')"
403,10192.84,10199.84,Canadá,Estados Unidos,"('Canadá', 'Estados Unidos')"
403,10379.84,10385.84,Canadá,Chile,"('Canadá', 'Chile')"
403,12209.76,12215.44,Estados Unidos,Rússia,"('Estados Unidos', 'Rússia')"
403,12481.48,12487.48,África do Sul,Índia,"('África do Sul', 'Índia')"
403,12481.48,12487.48,Brasil,África do Sul,"('Brasil', 'África do Sul')"
403,12481.48,12487.48,Brasil,Índia,"('Brasil', 'Índia')"
403,12604.48,12610.48,Brasil,República Democrática do Congo,"('Brasil', 'República Democrática do Congo')"
403,12861.48,12865.48,Estados Unidos,África do Sul,"('Estados Unidos', 'África do Sul')"
403,12927.48,12932.48,Argentina,Brasil,"('Argentina', 'Brasil')"
403,13150.48,13154.48,Brasil,China,"('Brasil', 'China')"
403,13263.48,13268.48,Itália,Índia,"('Itália', 'Índia')"
403,13367.48,13372.48,Chile,Peru,"('Chile', 'Peru')"
403,13765.48,13772.48,Israel,Palestina,"('Israel', 'Palestina')"
403,15892.48,15896.48,Alemanha,Itália,"('Alemanha', 'Itália')"
403,15899.48,15903.48,Albânia,Itália,"('Albânia', 'Itália')"
403,15978.48,15980.48,Itália,Noruega,"('Itália', 'Noruega')"
403,17902.48,17904.48,França,México,"('França', 'México')"
403,17920.48,17922.48,Argentina,Brasil,"('Argentina', 'Brasil')"
403,17920.48,17922.48,Argentina,México,"('Argentina', 'México')"
403,17920.48,17922.48,Brasil,México,"('Brasil', 'México')"
403,17931.48,17934.48,Bolívia,Paraguai,"('Bolívia', 'Paraguai')"
403,17931.48,17934.48,Bolívia,Uruguai,"('Bolívia', 'Uruguai')"
403,17931.48,17934.48,Paraguai,Uruguai,"('Paraguai', 'Uruguai')"
403,18307.48,18316.48,Brasil,Suécia,"('Brasil', 'Suécia')"
403,19875.08,19886.08,Argentina,Paraguai,"('Argentina', 'Paraguai')"
403,19941.08,19948.08,Argentina,Brasil,"('Argentina', 'Brasil')"
403,19941.08,19948.08,Argentina,Paraguai,"('Argentina', 'Paraguai')"
403,19941.08,19948.08,Brasil,Paraguai,"('Brasil', 'Paraguai')"
403,19963.08,19976.08,Bolívia,Paraguai,"('Bolívia', 'Paraguai')"
403,20155.08,20163.08,Chile,Peru,"('Chile', 'Peru')"
403,20203.08,20208.08,Chile,Estados Unidos,"('Chile', 'Estados Unidos')"
403,20404.08,20407.08,China,Estados Unidos,"('China', 'Estados Unidos')"
403,20638.08,20645.08,Equador,Israel,"('Equador', 'Israel')"
403,20652.08,20657.08,Equador,Israel,"('Equador', 'Israel')"
403,20652.08,20657.08,Equador,Turquia,"('Equador', 'Turquia')"
403,20652.08,20657.08,Israel,Turquia,"('Israel', 'Turquia')"
403,21084.08,21096.08,Estados Unidos,Venezuela,"('Estados Unidos', 'Venezuela')"
403,21155.08,21165.08,Brasil,Estados Unidos,"('Brasil', 'Estados Unidos')"
403,21155.08,21165.08,Brasil,Venezuela,"('Brasil', 'Venezuela')"
403,21155.08,21165.08,Estados Unidos,Venezuela,"('Estados Unidos', 'Venezuela')"
403,21286.08,21314.08,Chile,Venezuela,"('Chile', 'Venezuela')"
403,21541.08,21552.08,Cuba,Rússia,"('Cuba', 'Rússia')"
403,21557.08,21568.08,Cuba,Rússia,"('Cuba', 'Rússia')"
403,21694.08,21708.08,Canadá,Estados Unidos,"('Canadá', 'Estados Unidos')"
403,22673.08,22681.08,Israel,Turquia,"('Israel', 'Turquia')"
403,24409.08,24417.08,Brasil,Índia,"('Brasil', 'Índia')"
403,24417.08,24423.08,Brasil,África do Sul,"('Brasil', 'África do Sul')"
403,24487.08,24492.08,Brasil,Índia,"('Brasil', 'Índia')"
403,24681.08,24687.08,Brasil,África do Sul,"('Brasil', 'África do Sul')"
403,24830.08,24834.08,Brasil,África do Sul,"('Brasil', 'África do Sul')"
403,24885.08,24889.08,Brasil,Guiana,"('Brasil', 'Guiana')"
403,24892.08,24897.08,Chile,Peru,"('Chile', 'Peru')"
403,25173.08,25179.08,Brasil,China,"('Brasil', 'China')"
403,25184.08,25186.08,Brasil,China,"('Brasil', 'China')"
